"angle relative to rotation stage (degrees) (0 is max with no sample, 180 would block laser beam) - Plot 0"	Lock-in Signal Amplitude (V) - Plot 0
83.7499	0.000181855
83.4999	0.000185848
83.2499	0.000180782
82.9999	0.000180305
82.7499	0.000179649
82.4999	0.000176252
82.2499	0.000171305
81.9999	0.000170053
81.7499	0.000171543
81.4999	0.000166477
81.2499	0.000164152
80.9999	0.000163079
80.7499	0.000160814
80.4999	0.000161947
80.2499	0.000159324
79.9999	0.000159443
79.7499	0.000153781
79.4999	0.000151218
79.2499	0.000154019
78.9999	0.000149013
78.7499	0.000145257
78.4999	0.000140429
78.2499	0.000134707
77.9999	0.000131608
77.7499	0.000129343
77.4999	0.000130118
77.2499	0.000130058
76.9999	0.000130356
76.7499	0.00013429
76.4999	0.000125409
76.2509	0.000124038
75.9999	0.000123621
75.7499	0.000121892
75.4999	0.000117124
75.2499	0.000114859
74.9999	0.000107348
74.7499	0.000107348
74.4999	0.000106693
74.2499	0.000102342
74.0024	0.000106335
73.7546	0.000105381
73.4999	0.000103713
73.2499	9.88E-05
72.9999	9.46E-05
72.7499	9.33E-05
72.4999	8.96E-05
72.2499	9.24E-05
71.9999	9.31E-05
71.7499	8.47E-05
71.4999	8.46E-05
71.25	8.09E-05
71	7.99E-05
70.75	7.90E-05
70.5	7.50E-05
70.25	7.08E-05
70	6.77E-05
69.75	6.66E-05
69.5	6.73E-05
69.25	6.51E-05
69	6.36E-05
68.752	6.23E-05
68.5018	5.95E-05
68.25	5.54E-05
68	5.37E-05
67.75	5.32E-05
67.5	5.56E-05
67.25	5.27E-05
67.0022	4.98E-05
66.75	4.38E-05
66.5	4.34E-05
66.25	4.15E-05
66	3.78E-05
65.75	3.36E-05
65.5	3.14E-05
65.25	2.47E-05
65	2.83E-05
65	2.46E-05
65	2.22E-05
